source,author,title,description,url,urlToImage,publishedAt,content,Sentiment
"{'id': None, 'name': 'Digital Trends'}",Aaron Mamiit,Need to upgrade your laptop? Get the Dell XPS 16 while it’s $500 off,"The Dell XPS 16 is a beautiful and powerful device, with an ultramodern aesthetic and the Intel Core Ultra 7 155H processor. It's on sale from Dell at $500 off.",https://www.digitaltrends.com/computing/dell-xps-16-laptop-deal-dell-february-2025/,https://www.digitaltrends.com/wp-content/uploads/2024/04/dell-xps-16-05.jpg?resize=1200%2C630&p=1,2025-02-26T21:59:33Z,"We highly recommend looking for Dell XPS deals if you want to upgrade your laptop, as these devices offer the perfect combination of function and style. Here’s an offer from Dell itself to consider: … [+1900 chars]",0.7778
"{'id': None, 'name': 'heise online'}",Dirk Knop,Angreifer können Dell Enterprise Sonic Distribution kompromittieren,"In Dells Enterprise Sonic Distribution können Angreifer eine Sicherheitslücke missbrauchen, um Geräte zu kompromittieren.",https://www.heise.de/news/Angreifer-koennen-Dell-Enterprise-Sonic-Distribution-kompromittieren-10261797.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/0/3/2/1/2024-10-14-Bing_Creator-Appliance_brennt-1-5abcea7cfc0e5024.jpg,2025-01-30T09:55:00Z,"In Dells Enterprise Sonic Distribution hat das Unternehmen eine Sicherheitslücke entdeckt. Sie ermöglicht die vollständige Kompromittierung betroffener Systeme.
Dell Enterprise Sonic ist ein System … [+1680 chars]",-0.5994
"{'id': None, 'name': 'heise online'}",Dennis Schirrmacher,Sicherheitsupdates Dell: BIOS- und NetWorker-Lücke geschlossen,Angreifer können Dell-PCs und -Software attackieren. Im schlimmsten Fall kann Schadcode auf Geräte gelangen. Ein Patch ist aber bislang nicht verfügbar.,https://www.heise.de/news/Sicherheitsupdates-Dell-BIOS-und-NetWorker-Luecke-geschlossen-10285948.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/8/0/3/1/8/2/shutterstock_1504494320-293af31631fe565f.jpg,2025-02-18T10:27:00Z,"Verschiedene Computermodelle von Dell, etwa aus der Alienware- und Inspiron-Serie, sind über eine BIOS-Schwachstelle attackierbar. Außerdem können Angreifer PCs mit der Backuplösung NetWorker attacki… [+1072 chars]",0.0
"{'id': None, 'name': 'Digital Trends'}",Nikki Dual,Dell Tech Days: Big Savings on AI-Ready PCs and More,"Image used with permission by copyright holder Good news if you’ve been waiting for the right time to , Dell Tech Days is offering deals that make waiting worth it. on top PCs, monitors, and accessories, plus 2x Dell Rewards. Pull the trigger and get yourself…",https://www.digitaltrends.com/computing/dell-tech-days-big-savings-on-ai-ready-pcs-and-more/,https://www.digitaltrends.com/wp-content/uploads/2025/02/Con-2.17-3.2.jpeg?resize=1200%2C630&p=1,2025-02-18T12:00:06Z,"Image used with permission by copyright holder
Good news if you’ve been waiting for the right time to upgrade your PC setup, Dell Tech Days is offering deals that make waiting worth it. on top PCs, … [+1935 chars]",0.6808
"{'id': None, 'name': 'heise online'}",Dennis Schirrmacher,Sicherheitsupdates: Zahlreiche Lücken gefährden Backup-Appliances von Dell,Mehrere Sicherheitslücken in Dells Data Domain Operating System machen Backup-Appliances der PowerProtect-Serie attackierbar.,https://www.heise.de/news/Sicherheitsupdates-Zahlreiche-Luecken-gefaehrden-Backup-Appliances-von-Dell-10267578.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/3/5/7/4/shutterstock_1862075341-6d718db0475394c5.jpg,2025-02-03T10:45:00Z,"Admins, die Backups mit Dells PowerProtect managen, sollten aus Sicherheitsgründen aktuelle Versionen von Data Domain Operating System (DD OS) installieren. Geschieht das nicht, können Angreifer Syst… [+530 chars]",-0.5994
"{'id': None, 'name': 'heise online'}",Frank Schräer,"Montag: Dell mit weniger Homeoffice, Microsoft Paint mit mehr KI-Funktionen",Präsenzpflicht bei Dell + Paint bekommt Copilot-Button + AI Act verlangt KI-Kompetenz + GeForce-Upgrade langweilig wie Intel früher + Technik beim Hindu-Fest,https://www.heise.de/news/Montag-Dell-mit-weniger-Homeoffice-Microsoft-Paint-mit-mehr-KI-Funktionen-10267189.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/9/3/3/8/7/monday-bf9ddbb3199eef47.webp,2025-02-03T05:15:00Z,"Computerhersteller Dell zieht der Remote-Arbeit den Stecker: CEO Michael Dell führt eine strenge Präsenzpflicht ein. Die Regelung soll ab März gelten, weil laut Dell keine Technologie auf der Welt so… [+6918 chars]",-0.5994
"{'id': None, 'name': 'Rock Paper Shotgun'}",Robert Anderson,"Dell has slashed the price on this excellent Alienware 27-inch gaming monitor, now down to just $200",Dell is currently offering an excellent 27-inch Alienware gaming monitor for just $200 in its latest round of discounts ready for Presidents Day. Read more,https://www.rockpapershotgun.com/dell-alienware-gaming-monitor-best-deal-cheap-27-aw2724dm-2025,https://assetsio.gnwcdn.com/alienware-monitor-deal-rps-2025-feb.png?width=1200&height=630&fit=crop&enable=upscale&auto=webp,2025-02-14T15:04:26Z,"Dell is currently offering an excellent 27-inch Alienware gaming monitor for just $200 in its latest round of discounts ready for Presidents Day.
The Alienware 27 QHD (AW2724DM) is a solid option fo… [+1669 chars]",0.7783
"{'id': None, 'name': 'Digital Trends'}",Aaron Mamiit,The powerful Alienware m18 R2 gaming laptop is $400 off,The powerful Alienware m18 R2 gaming laptop with the Nvidia GeForce RTX 4070 graphics card and 32GB of RAM is currently on sale from Dell with a $400 discount.,https://www.digitaltrends.com/computing/alienware-m18-r2-gaming-laptop-deal-dell-february-2025/,https://www.digitaltrends.com/wp-content/uploads/2024/03/Alienware-m18-R2-gaming-laptop.jpg?resize=1200%2C630&p=1,2025-02-07T20:05:40Z,"You shouldn’t pass up any discount when you’re shopping for gaming laptop deals on a premium device, as any form of savings is already a huge bonus. That’s exactly why you’re going to want to take ad… [+1919 chars]",0.7269
"{'id': None, 'name': 'Digital Trends'}",Aaron Mamiit,The Alienware x16 R2 gaming laptop with RTX 4080 is $600 off right now,The Alienware x16 R2 with the Nvidia GeForce RTX 4080 graphics card is $600 off from Dell. This gaming laptop will run the best PC games without any issues.,https://www.digitaltrends.com/computing/alienware-x16-r2-gaming-laptop-deal-dell-february-2025/,https://www.digitaltrends.com/wp-content/uploads/2025/02/Alienware-x16-R2-gaming-laptop.jpg?resize=1200%2C630&p=1,2025-02-03T22:02:17Z,"For an incredible experience at a reasonable price, consider gaming laptop deals from Dell, such as this offer for the Alienware x16 R2. This particular configuration with the Nvidia GeForce RTX 4080… [+1833 chars]",0.0
"{'id': None, 'name': 'Digital Trends'}",Aaron Mamiit,"The Alienware Aurora R16, our ‘best gaming PC,’ is on sale from Dell","The Alienware Aurora R16 gaming desktop with the Nvidia GeForce RTX 4070 Super graphics card and 32GB of RAM is on sale at $210 off from Dell, down to $2,000.",https://www.digitaltrends.com/computing/alienware-aurora-r16-gaming-pc-deal-dell-february-2025/,https://www.digitaltrends.com/wp-content/uploads/2023/10/alienware-aurora-r16-review-14.jpg?resize=1200%2C630&p=1,2025-02-19T00:00:36Z,"Are you planning to upgrade your gaming PC? You may want to check out Alienware deals, especially this one: a $210 discount from Dell for this particular configuration of the Alienware Aurora R16 tha… [+2009 chars]",0.0772
"{'id': None, 'name': 'Genbeta.com'}",Bárbara Bécares,"""A pesar de toda la tecnología, nada es más rápido que la interacción humana"": el CEO de Dell justifica el adiós al teletrabajo","El pasado año 2024 recogimos la noticia de diversos CEO que dieron un giro radical sobre el teletrabajo. En este caso era Michael Dell, quien se había mofado de la oficina para luego dar un ultimátum a sus empleados.
<!-- BREAK 1 -->
Un mes después de anuncia…",https://www.genbeta.com/actualidad/a-pesar-toda-tecnologia-nada-rapido-que-interaccion-humana-ceo-dell-justifica-adios-al-teletrabajo,https://i.blogs.es/dbda12/matthew-fournier-5nm32v14n6m-unsplash/840_560.jpeg,2025-01-31T15:13:36Z,"El pasado año 2024 recogimos la noticia de diversos CEO que dieron un giro radical sobre el teletrabajo. En este caso era Michael Dell, quien se había mofado de la oficina para luego dar un ultimátum… [+2304 chars]",0.0
"{'id': None, 'name': 'Phandroid - News for Android'}",Tyler Lee,Score Big Savings: 26% Off The 16-Inch Dell Inspiron Laptop,"Check out the latest laptop deal from Dell and get significant savings if you're seeking performance and style.
The post Score Big Savings: 26% Off The 16-Inch Dell Inspiron Laptop appeared first on Phandroid.",https://phandroid.com/2025/02/11/score-big-savings-26-off-the-16-inch-dell-inspiron-laptop/,https://phandroid.com/wp-content/uploads/2016/02/Dell-Venue-10-7000.jpg,2025-02-11T07:05:53Z,"If you’re in the market for a new laptop, now is an excellent time to consider the 16-inch Dell Inspiron. This Dell laptop is currently available for $699.99, offering a substantial 26% discount from… [+1114 chars]",0.6705
"{'id': None, 'name': 'Gizmodo.com'}",Joe Tilleli,"Dell’s Curved Gaming Monitor Falls Below $300, That’s $1,000 Less Than LG’s","Ultra-wide, ultra-fast, ultra-discounted—Dell’s 34-inch gaming monitor is $100 off now on Amazon.",https://gizmodo.com/dells-curved-gaming-monitor-falls-below-300-thats-1000-less-than-lgs-2000561970,https://gizmodo.com/app/uploads/2025/02/DellCurved.jpg,2025-02-11T15:55:48Z,"If you’re in the market for a new gaming monitor, consider going with something a bit ahead of the curve. Dell has a 34-inch curved monitor as part of a limited time deal and you can save 25% of your… [+2265 chars]",0.3182
"{'id': None, 'name': 'Windows Central'}",zacharylboddy@outlook.com (Zachary Boddy),Turns out I really value having an entire Thunderbolt 4 hub built into my monitor,The Dell UltraSharp 27 4K Thunderbolt Hub Monitor is an excellent productivity-focused display with a feature I didn't know I needed — a full Thunderbolt 4 hub.,https://www.windowscentral.com/accessories/monitors/dell-ultrasharp-27-4k-thunderbolt-hub-monitor-u2725qe-hands-on,https://cdn.mos.cms.futurecdn.net/zmrTj5YVfFzsf9Hj5bRbdP-1200-80.jpg,2025-02-25T14:00:00Z,"For many, the monitor is the core of the setup, tying together every device and peripheral. It's hard to get any work done without a good screen, and a great monitor can do a whole lot more than that… [+8888 chars]",0.3169
"{'id': None, 'name': 'CNET'}",Omar Gallaga,"Laptop Prices Increasing 10% Due to Tariffs, Acer CEO Says",The increase will likely be seen by US shoppers in March on the company's line of laptops.,https://www.cnet.com/tech/computing/laptop-prices-increasing-10-due-to-tariffs-acer-ceo-says/,https://www.cnet.com/a/img/resize/db51c56b4a14a3eda720612056f35fcfda37e524/hub/2024/12/06/a4e671a7-286f-445f-9233-04a5f18aaaa5/acer-nitro-16.jpg?auto=webp&fit=crop&height=675&width=1200,2025-02-19T16:42:16Z,"The effects of tariffs imposed by president Donald Trump on China will soon be felt by US computer shoppers: Acer says it will raise prices of laptops by 10 percent.
Jason Chen, CEO of the Taiwan-ba… [+1991 chars]",-0.0772
"{'id': 'business-insider', 'name': 'Business Insider'}",Tim Paradis,How far you live from work could determine your RTO,The US federal government and some companies consider a worker's distance from the office when deciding who must show up at the office.,https://www.businessinsider.com/where-you-live-workers-return-to-office-wfh-distance-rto-2025-2,https://i.insider.com/67a67ea47bb3f854015c436a?width=1200&format=jpeg,2025-02-10T19:28:15Z,"Some employers use distance in deciding how often workers must report to an office.Bim/Getty Images
<ul><li>Some employers require time in the office based on how far away a worker lives.</li><li>On… [+5398 chars]",0.0
"{'id': 'business-insider', 'name': 'Business Insider'}","Hugh Langley,Jyoti Mann",Mark Zuckerberg said he has no plans to change Meta's hybrid work policy: 'The status quo is fine',"In a meeting held Thursday, Meta's chief allayed fears of changes to the company's hybrid work policy.",https://www.businessinsider.com/mark-zuckerberg-says-no-change-meta-hybrid-work-rto-2025-1,https://i.insider.com/67862eae50dfd88e193e2eb5?width=1200&format=jpeg,2025-01-31T15:25:06Z,"Meta CEO Mark ZuckerbergAndrej Sokolow/picture alliance via Getty Images
<ul><li>Meta CEO Mark Zuckerberg told employees there will be no changes to the hybrid work policy.</li><li>In a meeting held… [+1974 chars]",-0.296
"{'id': None, 'name': 'Golem.de'}",Oliver Nickel,600 Milliarden Dollar Verlust: Rekordeinbruch bei Nvidia-Aktie,"Die Nvidia-Aktie ist durch den Hype um Deepseek enorm gefallen. Unternehmen wie Oracle und Dell betrifft das ebenfalls. (Nvidia, Grafikkarten)",https://www.golem.de/sonstiges/zustimmung/auswahl.html?from=https%3A%2F%2Fwww.golem.de%2Fnews%2F600-milliarden-dollar-verlust-rekordeinbruch-bei-nvidia-aktie-2501-192798.html&referer=https%3A%2F%2Ft.co%2F75d5673fda,,2025-01-28T09:21:02Z,"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking,
 indem Sie der Nutzung aller Cookies zustimmen.
 Details zum Tracking finden Sie im Privacy Center.
Skript wurde nicht geladen. Informat… [+607 chars]",0.0
"{'id': None, 'name': 'CNET'}",Mark Knapp,Lenovo Legion Tower 7i Gen 8 Review: Maxing Out on Performance and Value,"There are some minor areas this gaming desktop could have improved, but overall, it's a comely beast ready for serious gaming.",https://www.cnet.com/tech/computing/lenovo-legion-tower-7i-gen-8-review-maxing-out-on-performance-and-value/,https://www.cnet.com/a/img/resize/6a300dc870033862d8a535836d6135c8b8913460/hub/2025/02/17/e8a05577-d675-44d6-b1a7-d05f146e3433/lenovo-legion-tower-7i-gen-8-34irz8-3-of-6.jpg?auto=webp&fit=crop&height=675&width=1200,2025-02-19T13:00:07Z,"While building your own PC can often be the most cost-effective way to get a powerful gaming PC, it comes with its own share of hurdles. Some PC makers, however, have pre-built computers that can com… [+14052 chars]",0.6124
"{'id': None, 'name': 'Journal du geek'}",Journal du Geek,"À ce tarif ultra avantageux, cet ordinateur portable Dell est l’affaire du jour sur Amazon","En ce moment, Amazon propose le Dell Inspiron 15 à un tarif très attractif. C'est donc le moment idéal si vous souhaitez vous équiper d'un nouveau PC portable performant, qui justifie d'un bon rapport qualité-prix.",https://www.journaldugeek.com/bon-plan/a-ce-tarif-ultra-avantageux-cet-ordinateur-portable-dell-est-laffaire-du-jour-sur-amazon/,https://www.journaldugeek.com/app/uploads/2024/07/Dell-Inspiron-15.jpg,2025-02-10T10:52:40Z,"Dell est réputé pour proposer des ordinateurs portables de qualité. C’est notamment le cas du Dell Inspiron 15 (3520), qui offre des performances suffisantes pour assurer avec fluidité tous les usage… [+3427 chars]",0.2263
"{'id': None, 'name': 'Artemis.sh'}",Artemis Everfree,Defragging my old Dell's UEFI NVRAM,"I’m setting up an old Dell box (2011-era tech). I was migrating to some new boot drives and setting up grub on them again. Got to the point of deleting the old boot entries and adding new ones, and got an error like Could not prepare boot variable: No space l…",https://artemis.sh/2025/02/22/uefi-nvram-defrag.html,,2025-02-23T23:23:04Z,"2025-02-22
Im setting up an old Dell box (2011-era tech). I was migrating to some new boot
drives and setting up grub on them again. Got to the point of deleting the old
boot entries and adding ne… [+1226 chars]",0.0
"{'id': None, 'name': 'Theregister.com'}",Brandon Vigliarolo,Laptop makers stalled on repairability improvements,"Apple, Dell made some progress, but MacBooks are still the worst to crack open, says PIRG
The right to repair movement has gained momentum, yet laptop makers have largely stalled on improving repairability.…",https://www.theregister.com/2025/02/20/laptop_manufacturers_repairability/,https://regmedia.co.uk/2022/05/20/shutterstock_repair.jpg,2025-02-20T18:18:13Z,"The right to repair movement has gained momentum, yet laptop makers have largely stalled on improving repairability.
The Public Interest Research Group, a US-based non-profit that's long been part o… [+5053 chars]",0.765
"{'id': None, 'name': 'Slickdeals.net'}",iconian,Dell Coupon: 30% Off Refurbished Dell Latitude 5420 Laptops (Various Specs) From $216.30 + Free Shipping,"deal [dellrefurbished.com]
in cart, apply coupon code WOW5420 for extra 30% off already discounted prices. Prices start from $216.30 + free s/h and will depend on config and specs100 day warranty (det",https://slickdeals.net/f/18127075-dell-refurbished-dell-latitude-5420-laptops-various-specs-from-216-free-shipping?utm_source=rss&utm_content=fp&utm_medium=RSS2,https://slickdeals.net/attachment/9/5/3/2/3/450x450/17111212.thumb,2025-02-19T03:26:48Z,Horrific experiences with two separate Dell Latitude 5-series Grade A laptop purchases. Don't take my word (or photos) as evidence. Check Reddit for comments from I.T. managers who bought these it lo… [+1160 chars],-0.6597
"{'id': None, 'name': 'Rock Paper Shotgun'}",Christian Wait,"I found the best Presidents' Day deals on gaming rigs, including $900 off a RTX 4090 laptop and more","Presidents' Day brings a wave of discounts on gaming laptops, desktops, and more, making it a great time to upgrade or invest in a new machine. Whether you're after raw performance, high refresh rates, or a balance of power and portability, there are plenty o…",https://www.rockpapershotgun.com/best-presidents-day-deals-pc-gaming-2025,https://assetsio.gnwcdn.com/main_ZUcdJ1y.jpg?width=1200&height=630&fit=crop&enable=upscale&auto=webp,2025-02-17T12:33:48Z,"Presidents' Day brings a wave of discounts on gaming laptops, desktops, and more, making it a great time to upgrade or invest in a new machine. Whether you're after raw performance, high refresh rate… [+3702 chars]",0.6249
"{'id': None, 'name': 'Digital Trends'}",Jennifer Allen,"This RTX 4070 Super-powered Alienware PC is on sale for under $1,800","The Alienware Aurora R16 remains one of the best gaming PCs around at the moment and it's currently on sale for $1,800 right now. Here's why you'll love it.",https://www.digitaltrends.com/computing/alienware-aurora-r16-gaming-desktop-pc-deal-dell-january-2025/,https://www.digitaltrends.com/wp-content/uploads/2023/10/alienware-aurora-r16-review-14.jpg?resize=1200%2C630&p=1,2025-01-31T13:03:38Z,"For great gaming PC deals, head to Dell, where the company is cutting the prices of many of its GeForce RTX 40-series gaming PCs ahead of the launch of new graphics cards. Right now, you can buy the … [+2049 chars]",0.5574
"{'id': None, 'name': 'Gizmodo.com'}","Joseph Winters, Grist",Starbucks Quietly Phases Out Plastic Cups at 580 Stores. Here’s Why.,Green groups say it’s a “clear admission” that plastic cups aren’t recyclable.,https://gizmodo.com/starbucks-quietly-phases-out-plastic-cups-at-580-stores-heres-why-2000568109,https://gizmodo.com/app/uploads/2025/02/Starbucks-Plastic-Cups.jpg,2025-02-25T16:25:06Z,"Starbucks customers across hundreds of locations in the United States started their weeks off with a surprise: Their beloved Frappuccinos and iced espresso drinks served in paper cups, not plastic.
… [+8303 chars]",0.802
"{'id': None, 'name': 'Slickdeals.net'}",iconian,"32"" Dell S3222DGM 2560x1440 165Hz 1ms VA FreeSync Curved Gaming Monitor $195.50 + Free Shipping","Dell has *32"" Dell 2560x1440 165Hz 1ms VA FreeSync Curved Gaming Monitor* (S3222DGM) on sale for $229.99 - $34.50 (15%) off when you apply promo code MONITORS15 on the checkout page = *$195.49*....",https://slickdeals.net/f/18082537-32-dell-s3222dgm-2560x1440-165hz-1ms-va-freesync-curved-gaming-monitor-195-50-free-shipping?utm_source=rss&utm_content=fp&utm_medium=RSS2,https://slickdeals.net/attachment/9/5/3/2/3/450x450/17003611.thumb,2025-01-28T03:21:44Z,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",0.8591
"{'id': None, 'name': 'Windows Central'}",c.cale.hunt@gmail.com (Cale Hunt),Skip RTX 5080 — grab yourself a heavily discounted RTX 40-series laptop instead,"NVIDIA's next-gen GPUs launch on January 30, and retailers are clearing out RTX 40-series laptops. I found 5 great deals on some of our favorite gaming laptops.",https://www.windowscentral.com/hardware/laptops/rtx-40-series-laptop-deals-rtx-5000,https://cdn.mos.cms.futurecdn.net/pEJQmtgWFfCyvY3GcH9qTN-1200-80.jpg,2025-01-28T15:26:52Z,"Alienware m16 R2Was: $1,999.99Now: $1,599.99 at Dell
""This laptop provides some of the smoothest gaming sessions I've ever experienced, thanks to its powerful RTX 40-Series GPU and Intel Core Ultra … [+869 chars]",0.6908
"{'id': None, 'name': 'Impress.co.jp'}",劉 尭,デル、Core Ultraシリーズ2搭載の個人向けデスクトップ,デル・テクノロジーズは、“Dell”ブランド初となるデスクトップPC「Dell タワー Plus(EBT2250)」、「Dell 24 オールインワン(EC24250)」、「Dell 27 オールインワン(EC27250)」を発売した。,https://pc.watch.impress.co.jp/docs/news/1663950.html,https://pc.watch.impress.co.jp/img/pcw/list/1663/950/1.jpg,2025-02-19T01:49:05Z,"Dell Plus(EBT2250)
 Dell Plus(EBT2250)CPUCore Ultra2GeForce RTX 40120mm22% 
 CPUCore Ultra 7 26516GB1TB SSDGeForce RTX 4060460W254,900 
 Core Ultra 9 285K64GB2TB SSDGeForce RTX 4060 Ti1,000W455,90… [+567 chars]",0.0
